"secs","kph","rpm","watts","hr","torq","km","g"
5418,36,89,221,0,7.6,47.38,3.21
5420.52,37,92,268,0,8.9,47.406,3.19
5423.04,36.8,92,151,0,5.1,47.431,3.17
5425.56,34.9,90,185,0,6.6,47.457,3.08
5428.08,32.9,98,353,0,13.2,47.479,2.66
5430.6,30.4,95,436,0,17.7,47.5,2.54
5433.12,29.5,91,488,0,20.5,47.522,2.57
5435.64,29.3,69,510,0,21.5,47.541,3.37
5438.16,30,92,502,148,20.7,47.563,2.59
5440.68,32.6,93,164,150,6.2,47.587,2.78
5443.2,34.8,0,0,153,0,47.61,NA
5445.72,35.3,0,0,153,0,47.634,NA
5448.24,34.8,0,0,154,0,47.66,NA
5450.76,33.6,0,0,157,0,47.684,NA
5453.28,33.6,95,246,157,9,47.705,2.81
5455.8,32.8,77,84,158,3.2,47.729,3.38
5458.32,32,90,225,156,8.7,47.752,2.82
5460.84,33.4,96,312,155,11.5,47.774,2.76
5463.36,35.1,92,122,151,4.3,47.8,3.03
5465.88,34.1,44,66,150,2.4,47.824,6.15
5468.4,34.4,0,0,149,0,47.847,NA
5470.92,33.4,0,0,149,0,47.871,NA
5473.44,33.5,61,252,149,9.3,47.895,4.36
5475.96,35.1,100,160,149,5.6,47.918,2.79
5478.48,34.5,0,0,0,0,47.944,NA
5481,34.4,100,97,0,3.5,47.968,2.73
5483.52,32.7,0,0,0,0,47.99,NA
5486.04,28.8,0,0,0,0,48.011,NA
5488.56,23.7,0,0,0,0,48.028,NA
5491.08,12.7,0,0,0,0,48.039,NA
5493.6,6.3,0,0,0,0,48.043,NA
5496.12,3.9,0,79,0,25.1,48.046,NA
5498.64,13.2,0,254,0,23.8,48.054,NA
5501.16,19.7,49,283,0,17.7,48.067,3.19
5503.68,24.4,65,371,0,18.8,48.084,2.98
5506.2,29.3,81,361,0,15.3,48.104,2.87
5508.72,30.4,87,401,0,16.3,48.125,2.77
5511.24,26.2,81,449,133,21.1,48.145,2.57
5513.76,26.7,83,391,133,18.1,48.162,2.55
5516.28,27.4,85,418,142,18.9,48.181,2.56
5518.8,28,88,327,142,14.5,48.201,2.53
5521.32,29.2,90,422,161,17.9,48.222,2.57
5523.84,30.3,85,116,162,4.7,48.242,2.83
5526.36,31.3,88,289,164,11.4,48.263,2.82
5528.88,33.4,92,104,166,3.8,48.287,2.88
5531.4,33.4,103,293,167,10.8,48.311,2.57
5533.92,34.8,66,140,167,5,48.334,4.18
5536.44,36.1,95,155,167,5.3,48.36,3.02
5538.96,37.3,112,140,167,4.6,48.386,2.64
5541.48,37,64,200,167,6.7,48.412,4.59
5544,37.9,76,250,167,8.1,48.438,3.96
5546.52,38.2,87,171,167,5.5,48.466,3.48
5549.04,38.5,104,130,167,4.2,48.492,2.94
5551.56,39.2,84,129,165,4.1,48.52,3.7
5554.08,40.6,89,74,163,2.3,48.548,3.62
5556.6,41.4,100,83,163,2.5,48.576,3.29
5559.12,41.3,0,19,163,0.6,48.606,NA
5561.64,41.7,86,42,155,1.2,48.634,3.85
5564.16,41.1,0,0,149,0,48.664,NA
5566.68,41.1,69,128,146,3.8,48.692,4.73
5569.2,41.3,92,151,146,4.5,48.72,3.56
5571.72,41.2,93,147,146,4.4,48.75,3.52
5574.24,40.4,100,192,146,5.9,48.778,3.21
5576.76,39.7,97,290,0,9,48.806,3.25
5579.28,38.8,97,369,0,11.8,48.832,3.17
5581.8,38.2,96,297,0,9.6,48.86,3.16
5584.32,38.8,98,362,0,11.5,48.886,3.14
5586.84,37.7,93,386,0,12.7,48.914,3.22
5589.36,37.2,89,344,0,11.4,48.94,3.32
5591.88,37.1,91,292,0,9.7,48.966,3.24
5594.4,37.2,93,273,0,9,48.992,3.17
5596.92,37,90,207,0,6.9,49.017,3.26
5599.44,35.4,96,327,161,11.4,49.043,2.93
5601.96,33.6,92,535,161,19.7,49.067,2.9
5604.48,35,97,461,161,16.3,49.091,2.86
5607,34.5,96,294,161,10.5,49.114,2.85
5609.52,34.5,95,433,162,15.5,49.14,2.88
5612.04,36.4,107,240,163,8.1,49.164,2.7
5614.56,37.6,81,203,163,6.7,49.19,3.68
5617.08,38.1,101,258,173,8.4,49.218,2.99
5619.6,38.1,73,122,167,4,49.244,4.14
5622.12,37.6,95,162,165,5.3,49.27,3.14
5624.64,37.8,73,176,168,5.8,49.298,4.11
5627.16,38.8,89,131,169,4.2,49.323,3.46
5629.68,39.3,92,65,169,2,49.351,3.39
5632.2,39.8,104,258,167,8,49.379,3.04
5634.72,40.1,93,161,169,5,49.407,3.42
5637.24,40,97,62,161,1.9,49.435,3.27
5639.76,39.4,81,162,161,5.1,49.464,3.86
5642.28,39.5,89,159,160,5,49.489,3.52
5644.8,39.6,91,119,159,3.7,49.517,3.45
5647.32,39.3,71,226,155,7.1,49.545,4.39
5649.84,39,96,135,154,4.3,49.573,3.22
5652.36,39.4,100,191,150,6,49.599,3.13
5654.88,40.4,78,59,150,1.8,49.627,4.11
5657.4,40.8,0,0,146,0,49.657,NA
5659.92,41.2,0,109,146,3.3,49.685,NA
5662.44,42.9,0,0,141,0,49.716,NA
5664.96,43.9,98,161,141,4.5,49.746,3.56
5667.48,44.8,104,111,133,3.1,49.778,3.42
5670,44.2,0,20,123,0.6,49.808,NA
5672.52,44.7,106,155,123,4.3,49.838,3.35
5675.04,45.4,0,0,119,0,49.871,NA
5677.56,47.4,128,221,119,5.8,49.903,2.94
5680.08,51.5,40,80,119,1.9,49.94,10.22
5682.6,57.6,93,158,119,3.4,49.979,4.92
5685.12,61.8,0,0,119,0,50.022,NA
5687.64,63.4,0,0,119,0,50.065,NA
5690.16,61.8,0,0,119,0,50.11,NA
5692.68,58.3,0,0,105,0,50.151,NA
5695.2,54.1,0,25,105,0.6,50.19,NA
5697.72,51,96,131,105,3.2,50.226,4.22
5700.24,48.4,93,235,105,6,50.259,4.13
5702.76,46.3,57,153,109,4.1,50.293,6.45
5705.28,44.4,83,203,109,5.6,50.323,4.25
5707.8,43.8,67,220,111,6.2,50.354,5.19
5710.32,44,97,153,111,4.3,50.386,3.6
5712.84,43.9,96,117,111,3.3,50.416,3.63
5715.36,43.3,0,0,111,0,50.446,NA
5717.88,43.4,90,238,111,6.8,50.476,3.83
5720.4,43,87,126,0,3.6,50.507,3.92
5722.92,42.1,86,223,0,6.6,50.537,3.89
5725.44,41.4,66,186,0,5.5,50.565,4.98
5727.96,40.8,84,250,0,7.6,50.595,3.85
5730.48,40.3,104,258,0,7.9,50.623,3.08
5733,40.7,101,298,0,9,50.651,3.2
5735.52,41.9,95,314,133,9.3,50.681,3.5
5738.04,43.2,95,265,134,7.6,50.709,3.61
5740.56,43.2,95,130,146,3.7,50.741,3.61
5743.08,42.6,0,70,146,2,50.769,NA
5745.6,43.3,101,226,146,6.4,50.8,3.4
5748.12,43.7,96,180,146,5.1,50.832,3.61
5750.64,43.7,97,148,146,4.2,50.862,3.58
5753.16,43.2,96,178,146,5.1,50.892,3.57
5755.68,42.8,96,251,145,7.2,50.922,3.54
5758.2,42.3,92,132,145,3.8,50.951,3.65
5760.72,42.2,75,251,144,7.3,50.981,4.47
5763.24,42.4,103,249,144,7.2,51.011,3.27
5765.76,42.9,92,275,144,7.9,51.041,3.7
5768.28,43.3,93,313,145,8.9,51.071,3.7
5770.8,44.2,97,271,146,7.6,51.101,3.62
5773.32,44.7,92,168,147,4.6,51.134,3.86
5775.84,44.3,84,150,148,4.2,51.164,4.19
5778.36,44.3,98,215,148,6,51.194,3.59
5780.88,44.3,65,227,149,6.3,51.226,5.41
5783.4,45,100,280,150,7.7,51.257,3.57
5785.92,44.7,83,151,150,4.2,51.289,4.27
5788.44,43.8,96,321,150,9,51.319,3.62
5790.96,43.8,97,289,151,8.1,51.349,3.58
5793.48,43.2,98,107,155,3.1,51.382,3.5
5796,43.2,95,146,156,4.2,51.412,3.61
5798.52,42.8,114,114,154,3.3,51.44,2.98
5801.04,43.5,95,88,153,2.5,51.472,3.63
5803.56,43.9,93,92,151,2.6,51.502,3.75
5806.08,44.6,92,102,151,2.8,51.532,3.85
5808.6,44.3,85,138,149,3.8,51.565,4.14
5811.12,44,77,242,146,6.8,51.595,4.54
5813.64,43.9,96,378,145,10.6,51.625,3.63
5816.16,41.7,93,497,157,14.7,51.655,3.56
5818.68,40.8,91,340,157,10.3,51.683,3.56
5821.2,41,95,386,157,11.6,51.713,3.43
5823.72,42,92,311,139,9.2,51.741,3.62
5826.24,42.7,98,215,139,6.2,51.772,3.46
5828.76,43.2,96,261,139,7.5,51.802,3.57
5831.28,42.9,97,275,146,7.9,51.832,3.51
5833.8,43.4,96,302,146,8.6,51.862,3.59
5836.32,44,79,254,146,7.1,51.892,4.42
5838.84,43.7,98,328,146,9.3,51.925,3.54
5841.36,43.7,89,260,0,7.3,51.955,3.9
5843.88,43.3,92,242,149,6.9,51.985,3.74
5846.4,42.7,98,281,149,8.1,52.015,3.46
5848.92,42.2,89,313,149,9.2,52.043,3.76
5851.44,41.9,106,291,161,8.6,52.073,3.14
5853.96,41.3,84,291,161,8.7,52.101,3.9
5856.48,40,98,326,161,10.1,52.131,3.24
5859,38.7,100,315,161,10.1,52.157,3.07
5861.52,37.9,93,288,0,9.4,52.185,3.23
5864.04,37.4,86,274,0,9,52.211,3.45
5866.56,38,97,226,0,7.3,52.237,3.11
5869.08,38.3,97,224,162,7.2,52.263,3.13
5871.6,39.1,98,218,162,6.9,52.291,3.17
5874.12,39.3,103,205,162,6.4,52.319,3.03
5876.64,39.8,82,233,162,7.2,52.347,3.85
5879.16,39.8,98,291,162,9,52.375,3.22
5881.68,38.7,97,276,162,8.8,52.401,3.17
5884.2,37.7,95,279,162,9.2,52.429,3.15
5886.72,37.2,95,327,153,10.8,52.455,3.11
5889.24,36.8,93,289,153,9.7,52.481,3.14
5891.76,36.4,92,293,153,9.9,52.506,3.14
5894.28,36,90,287,153,9.8,52.53,3.17
5896.8,34.1,85,353,0,12.8,52.554,3.18
5899.32,33.4,86,386,0,14.2,52.578,3.08
5901.84,32.1,80,449,161,17.3,52.601,3.18
5904.36,32.2,81,372,161,14.2,52.623,3.16
5906.88,32.2,80,333,161,12.8,52.647,3.19
5909.4,33.1,85,254,163,9.5,52.67,3.09
5911.92,33,84,269,163,10.1,52.692,3.12
5914.44,33.4,83,250,163,9.3,52.715,3.19
5916.96,33.2,86,274,163,10.2,52.739,3.06
5919.48,33.6,84,255,0,9.4,52.763,3.17
5922,34.1,86,278,0,10.1,52.787,3.15
5924.52,34.7,86,184,0,6.6,52.81,3.2
5927.04,34.8,92,242,0,8.6,52.834,3
5929.56,34.4,88,230,0,8.2,52.858,3.1
5932.08,34.2,84,250,0,9,52.884,3.23
5934.6,34.6,83,275,0,9.8,52.907,3.31
5937.12,34.5,84,272,0,9.7,52.931,3.26
5939.64,34.4,89,296,0,10.6,52.955,3.07
5942.16,34.1,86,259,0,9.4,52.978,3.15
5944.68,34.1,88,300,0,10.8,53.002,3.08
5947.2,34.1,83,281,0,10.2,53.026,3.26
5949.72,33.9,84,248,0,9,53.049,3.2
5952.24,33.7,85,268,0,9.8,53.073,3.15
5954.76,33.4,86,275,0,10.2,53.097,3.08
5957.28,32.6,82,158,161,6,53.121,3.16
5959.8,31.3,88,146,161,5.8,53.142,2.82
5962.32,30.1,75,165,161,6.8,53.164,3.19
5964.84,29.9,74,208,82,8.6,53.185,3.21
5967.36,31.4,72,230,82,9,53.207,3.46
5969.88,32.1,77,347,82,13.3,53.228,3.31
5972.4,35.7,89,486,82,16.8,53.252,3.18
5974.92,39.9,96,186,157,5.8,53.28,3.3
5977.44,40.6,77,186,157,5.6,53.308,4.18
5979.96,41.1,69,154,157,4.6,53.336,4.73
5982.48,42.2,88,201,157,5.9,53.366,3.81
5985,43,93,102,0,2.9,53.396,3.67
5987.52,43,0,0,149,0,53.427,NA
5990.04,42.3,0,0,145,0,53.457,NA
5992.56,42.3,84,139,151,4.1,53.485,4
5995.08,43,55,83,151,2.4,53.515,6.2
5997.6,43,95,418,151,12,53.545,3.59
6000.12,43.7,97,316,151,8.9,53.575,3.58
6002.64,43,95,284,0,8.1,53.605,3.59
6005.16,42.7,95,269,0,7.8,53.636,3.57
6007.68,41.2,92,226,0,6.8,53.666,3.55
6010.2,40,101,278,0,8.6,53.694,3.14
6012.72,39.5,100,368,0,11.5,53.722,3.13
6015.24,39.1,97,297,0,9.4,53.748,3.2
6017.76,39.6,100,326,135,10.2,53.776,3.14
6020.28,41.1,82,323,135,9.7,53.804,3.98
6022.8,41,84,157,135,4.7,53.834,3.87
6025.32,38.7,101,138,135,4.4,53.86,3.04
6027.84,36.9,91,408,0,13.7,53.888,3.22
6030.36,38.4,98,393,0,12.7,53.914,3.11
6032.88,39.8,0,0,0,0,53.942,NA
6035.4,40.4,0,0,0,0,53.97,NA
6037.92,39.6,0,0,0,0,53.998,NA
6040.44,38.6,0,28,0,0.9,54.024,NA
6042.96,38.3,89,109,0,3.5,54.052,3.42
6045.48,38.9,96,164,0,5.2,54.077,3.22
6048,38.6,83,183,0,5.9,54.105,3.69
6050.52,40.3,89,207,0,6.3,54.133,3.59
6053.04,40.5,84,104,156,3.2,54.161,3.83
6055.56,41,92,165,156,5,54.189,3.54
6058.08,40.8,60,37,156,1.1,54.218,5.4
6060.6,41.4,89,242,150,7.2,54.248,3.69
6063.12,41.2,55,121,150,3.6,54.276,5.95
6065.64,41,91,146,150,4.4,54.304,3.58
6068.16,39.7,74,109,150,3.4,54.332,4.26
6070.68,37,84,132,0,4.4,54.36,3.5
6073.2,35.7,73,183,0,6.3,54.383,3.88
6075.72,37.1,92,316,0,10.5,54.409,3.2
6078.24,38.4,97,218,148,7,54.437,3.14
6080.76,37.5,95,144,145,4.7,54.463,3.13
6083.28,37.8,103,194,145,6.3,54.489,2.91
6085.8,38.7,96,265,145,8.5,54.517,3.2
6088.32,37.4,61,140,145,4.6,54.543,4.87
6090.84,34.9,61,275,0,9.7,54.567,4.54
6093.36,35.2,89,476,0,16.7,54.592,3.14
6095.88,38.4,92,200,144,6.4,54.618,3.31
6098.4,39.1,95,218,144,6.9,54.644,3.27
6100.92,39.8,71,66,144,2,54.672,4.45
6103.44,39.5,89,267,144,8.4,54.7,3.52
6105.96,39.8,44,153,0,4.7,54.728,7.18
6108.48,40.4,48,137,0,4.2,54.756,6.68
6111,42,92,138,0,4.1,54.786,3.62
6113.52,43.4,88,163,0,4.6,54.817,3.91
6116.04,45.1,60,128,0,3.5,54.847,5.97
6118.56,46.3,71,68,0,1.8,54.879,5.18
6121.08,45.9,0,0,145,0,54.911,NA
6123.6,45,0,86,145,2.4,54.944,NA
6126.12,43.3,0,0,145,0,54.974,NA
6128.64,41.5,59,110,145,3.3,55.004,5.58
6131.16,41.6,89,149,0,4.4,55.032,3.71
6133.68,43.5,81,52,0,1.5,55.062,4.26
6136.2,47.6,82,74,0,1.9,55.095,4.61
6138.72,49.2,0,0,0,0,55.129,NA
6141.24,49.8,0,0,0,0,55.164,NA
6143.76,49.4,0,0,0,0,55.198,NA
6146.28,48.1,0,0,0,0,55.233,NA
6148.8,47.1,0,0,0,0,55.265,NA
6151.32,48.4,87,275,0,7,55.299,4.42
6153.84,48.7,0,0,0,0,55.334,NA
6156.36,48.1,0,0,120,0,55.366,NA
6158.88,47.6,0,0,120,0,55.401,NA
6161.4,47.4,81,160,120,4.2,55.433,4.64
6163.92,48.1,85,128,120,3.3,55.467,4.49
6166.44,48.4,59,71,0,1.8,55.5,6.51
6168.96,47.8,0,0,0,0,55.534,NA
6171.48,47.4,0,0,0,0,55.567,NA
6174,49.2,0,0,0,0,55.601,NA
6176.52,51,0,0,0,0,55.638,NA
6179.04,52.6,0,0,0,0,55.674,NA
6181.56,53.9,0,0,0,0,55.711,NA
6184.08,55.1,0,0,119,0,55.75,NA
6186.6,58.7,0,0,119,0,55.791,NA
6189.12,65.6,0,0,119,0,55.834,NA
6191.64,68.9,0,0,119,0,55.881,NA
6194.16,72.2,0,0,0,0,55.933,NA
6196.68,69.2,0,0,98,0,55.98,NA
6199.2,66.2,0,0,95,0,56.028,NA
6201.72,66.2,0,0,96,0,56.075,NA
6204.24,63.9,0,0,96,0,56.12,NA
6206.76,59.7,0,0,96,0,56.161,NA
6209.28,55.7,67,56,96,1.2,56.202,6.6
6211.8,51.9,58,209,0,5,56.239,7.1
6214.32,48.4,49,44,0,1.1,56.273,7.84
6216.84,44.8,0,0,0,0,56.306,NA
6219.36,41.7,0,256,102,7.6,56.334,NA
6221.88,41.9,87,345,102,10.2,56.364,3.82
6224.4,41.2,86,324,102,9.7,56.392,3.8
6226.92,40.7,84,350,102,10.6,56.422,3.85
6229.44,39.8,83,335,0,10.4,56.45,3.81
6231.96,40.6,79,283,0,8.6,56.478,4.08
6234.48,41.1,85,349,0,10.5,56.506,3.84
6237,43.2,89,423,0,12.1,56.536,3.85
6239.52,45,88,247,0,6.8,56.566,4.06
6242.04,46.2,88,300,0,8,56.599,4.17
6244.56,47.1,95,211,0,5.5,56.633,3.93
6247.08,46.9,87,249,0,6.6,56.666,4.28
6249.6,45.9,69,155,0,4.2,56.698,5.28
6252.12,42.7,71,129,0,3.7,56.728,4.77
6254.64,39.6,87,163,0,5.1,56.756,3.61
6257.16,36.8,91,155,0,5.2,56.782,3.21
6259.68,34.7,88,162,0,5.8,56.806,3.13
6262.2,32.2,86,189,0,7.2,56.829,2.97
6264.72,31.2,78,208,0,8.2,56.851,3.17
6267.24,30.2,77,166,0,6.8,56.872,3.11
6269.76,28.2,69,245,0,10.7,56.892,3.24
6272.28,28.2,72,281,0,12.3,56.913,3.11
6274.8,27.9,69,248,0,11,56.933,3.21
6277.32,28,69,223,0,9.8,56.952,3.22
6279.84,28.4,76,226,0,9.8,56.972,2.97
6282.36,27.3,78,197,0,8.9,56.991,2.78
6284.88,26.7,75,230,0,10.6,57.01,2.83
6287.4,26.2,73,206,0,9.7,57.028,2.85
6289.92,25.4,73,207,0,10.1,57.045,2.76
6292.44,24.6,72,183,0,9.2,57.062,2.71
6294.96,24.1,67,221,0,11.3,57.079,2.85
6297.48,24.5,68,202,0,10.2,57.097,2.86
6300,24.6,70,185,0,9.3,57.114,2.79
6302.52,24.3,65,149,0,7.6,57.131,2.97
6305.04,24.2,67,157,0,8,57.148,2.87
6307.56,23.9,70,169,0,8.7,57.166,2.71
6310.08,23.3,65,145,0,7.7,57.181,2.84
6312.6,22.9,62,176,0,9.5,57.198,2.93
6315.12,22.7,63,158,0,8.6,57.213,2.86
6317.64,22,63,206,0,11.5,57.228,2.77
6320.16,20.9,60,216,0,12.8,57.243,2.76
6322.68,19.9,60,244,138,15.1,57.258,2.63
6325.2,18.8,59,240,139,15.7,57.271,2.53
6327.72,18.5,57,267,141,17.9,57.284,2.58
6330.24,18.9,59,282,142,18.4,57.297,2.54
6332.76,19.4,59,222,143,14.1,57.31,2.61
6335.28,19.2,58,214,144,13.8,57.325,2.63
6337.8,18.8,58,207,144,13.6,57.338,2.57
6340.32,18.9,58,189,144,12.3,57.351,2.59
6342.84,19.9,61,184,144,11.4,57.364,2.59
6345.36,21.3,71,193,144,11.2,57.379,2.38
6347.88,22.5,70,117,144,6.4,57.394,2.55
6350.4,23.1,71,135,144,7.2,57.411,2.58
6352.92,23.7,73,123,144,6.4,57.426,2.58
6355.44,24.4,73,158,0,8,57.444,2.65
6357.96,24.1,76,163,0,8.4,57.461,2.52
6360.48,24.2,76,177,0,9,57.478,2.53
6363,23.8,77,196,0,10.2,57.495,2.45
6365.52,22.8,70,186,0,10.1,57.51,2.59
6368.04,22.3,66,254,0,14,57.525,2.68
6370.56,22.2,68,248,0,13.8,57.543,2.59
6373.08,22.6,70,225,0,12.3,57.558,2.56
6375.6,23.1,70,237,0,12.7,57.573,2.62
6378.12,23.5,79,194,0,10.2,57.59,2.36
6380.64,23.2,76,208,0,11.1,57.605,2.42
6383.16,23.1,73,212,0,11.3,57.622,2.51
6385.68,23.8,75,211,0,11,57.64,2.52
6388.2,24.3,77,200,0,10.2,57.657,2.5
6390.72,25.2,79,143,0,7,57.674,2.53
6393.24,25.7,81,94,0,4.5,57.691,2.52
6395.76,26.3,79,99,0,4.6,57.709,2.64
6398.28,27.9,106,64,0,2.8,57.728,2.09
6400.8,29.7,84,87,0,3.6,57.75,2.81
6403.32,30.9,87,96,0,3.8,57.771,2.82
6405.84,32.8,92,117,0,4.4,57.793,2.83
6408.36,35.1,77,116,0,4.1,57.819,3.62
6410.88,37.2,103,143,0,4.7,57.844,2.87
6413.4,39.1,0,0,0,0,57.87,NA
6415.92,43,67,32,0,0.9,57.9,5.09
6418.44,45.8,67,29,0,0.8,57.931,5.43
6420.96,48.4,0,0,0,0,57.965,NA
6423.48,51.4,72,103,0,2.5,58,5.67
6426,53.7,64,39,0,0.9,58.038,6.66
6428.52,55.5,41,71,0,1.6,58.077,10.74
6431.04,56.3,49,134,0,2.9,58.116,9.12
6433.56,57.4,97,100,0,2.1,58.155,4.7
6436.08,57.4,58,126,0,2.7,58.196,7.85
6438.6,58.1,75,112,111,2.4,58.237,6.15
6441.12,57.6,59,105,111,2.3,58.278,7.75
6443.64,56.1,43,87,111,1.9,58.316,10.35
6446.16,54.5,87,100,111,2.3,58.355,4.97
6448.68,54.3,110,139,0,3.2,58.392,3.92
6451.2,53.5,63,162,111,3.7,58.431,6.74
6453.72,53,65,165,111,3.8,58.467,6.47
6456.24,52.1,76,148,111,3.5,58.504,5.44
6458.76,51.7,85,99,111,2.4,58.54,4.83
6461.28,52.4,0,96,0,2.3,58.577,NA
6463.8,55.1,75,55,0,1.2,58.614,5.83
6466.32,56.8,49,99,0,2.1,58.655,9.2
6468.84,56.1,0,51,0,1.1,58.693,NA
6471.36,58.7,0,0,0,0,58.734,NA
6473.88,62.4,116,148,0,2.9,58.777,4.27
6476.4,60.9,87,123,0,2.5,58.821,5.56
6478.92,58.7,112,113,0,2.4,58.862,4.16
6481.44,55.1,64,121,0,2.7,58.9,6.83
6483.96,51,91,145,0,3.5,58.937,4.45
6486.48,47.6,71,126,0,3.3,58.971,5.32
6489,45,86,103,0,2.8,59.004,4.15
6491.52,41.4,82,148,114,4.4,59.032,4.01
6494.04,37.3,85,147,114,4.9,59.06,3.48
6496.56,34.1,71,162,114,5.9,59.084,3.81
6499.08,30.7,0,0,114,0,59.105,NA
6501.6,25.8,0,0,0,0,59.124,NA
6504.12,19,0,0,128,0,59.14,NA
6506.64,11.1,0,0,126,0,59.148,NA
6509.16,9.1,0,77,123,10.5,59.155,NA
6511.68,8.6,0,0,123,0,59.159,NA
6514.2,6.1,0,20,124,4,59.163,NA
6516.72,6.1,64,70,124,14,59.165,0.76
6519.24,9.9,0,162,124,20.2,59.172,NA
6521.76,11.8,0,0,120,0,59.178,NA
6524.28,13.7,0,33,120,2.9,59.189,NA
6526.8,13.4,0,0,121,0,59.198,NA
6529.32,13.3,0,0,122,0,59.206,NA
6531.84,13.7,0,0,104,0,59.217,NA
6534.36,13,0,0,102,0,59.226,NA
6536.88,12.2,0,0,111,0,59.234,NA
6539.4,9.6,0,0,112,0,59.241,NA
6541.92,6.9,0,0,111,0,59.245,NA
6544.44,7.8,0,0,111,0,59.252,NA
6546.96,11.1,0,0,114,0,59.258,NA
6549.48,12,0,0,113,0,59.267,NA
6552,13.4,0,0,108,0,59.277,NA
6554.52,15.1,0,0,110,0,59.288,NA
6557.04,17.4,0,22,115,1.6,59.299,NA
6559.56,21.2,54,101,114,5.9,59.314,3.12
6562.08,24.7,64,118,114,5.9,59.331,3.06
6564.6,27.4,65,60,114,2.7,59.349,3.35
6567.12,29.3,0,0,114,0,59.37,NA
6569.64,30.1,0,0,95,0,59.39,NA
6572.16,30.4,0,0,91,0,59.411,NA
6574.68,30.6,0,0,91,0,59.433,NA
6577.2,30.9,0,0,98,0,59.454,NA
6579.72,31.8,0,0,98,0,59.478,NA
6582.24,32.5,0,0,93,0,59.499,NA
6584.76,32.4,0,0,93,0,59.523,NA
6587.28,33.6,0,0,93,0,59.547,NA
6589.8,36.7,0,0,93,0,59.571,NA
6592.32,39,0,0,93,0,59.599,NA
6594.84,40.1,0,0,87,0,59.627,NA
6597.36,39.5,0,0,88,0,59.655,NA
6599.88,39.3,0,0,92,0,59.68,NA
6602.4,39.2,0,0,92,0,59.708,NA
6604.92,40.6,0,0,85,0,59.736,NA
6607.44,42.4,0,0,86,0,59.767,NA
6609.96,44.4,0,0,86,0,59.797,NA
6612.48,47.4,0,0,86,0,59.829,NA
6615,50.5,0,0,82,0,59.864,NA
6617.52,53,0,0,82,0,59.9,NA
6620.04,55.5,0,0,82,0,59.939,NA
6622.56,56.5,0,0,82,0,59.978,NA
6625.08,54.9,0,0,0,0,60.017,NA
6627.6,50.5,130,111,0,2.7,60.053,3.08
6630.12,46.2,0,0,0,0,60.086,NA
6632.64,42.9,83,145,0,4.2,60.118,4.1
6635.16,40.6,84,178,83,5.4,60.146,3.84
6637.68,38.2,67,171,83,5.5,60.172,4.52
6640.2,36.7,81,181,83,6.1,60.198,3.6
6642.72,35.2,96,193,83,6.8,60.223,2.91
6645.24,33.8,69,170,0,6.2,60.247,3.89
6647.76,32.9,81,172,0,6.4,60.271,3.22
6650.28,32.2,83,145,0,5.5,60.292,3.08
6652.8,32.2,79,159,0,6.1,60.316,3.23
6655.32,31.9,63,152,0,5.9,60.338,4.02
6657.84,32.1,80,132,0,5.1,60.361,3.18
6660.36,31.8,83,96,0,3.7,60.383,3.04
6662.88,31.1,69,80,0,3.2,60.405,3.58
6665.4,28.5,0,0,0,0,60.426,NA
6667.92,25.4,0,0,130,0,60.443,NA
6670.44,17.2,0,0,131,0,60.456,NA
6672.96,9.9,0,0,131,0,60.465,NA
6675.48,11,0,176,131,19.8,60.471,NA
6678,16.7,0,181,131,13.3,60.482,NA
6680.52,21.4,51,186,131,10.7,60.497,3.33
6683.04,23.6,58,229,129,12,60.512,3.23
6685.56,25.3,63,194,128,9.5,60.53,3.19
6688.08,26.4,71,215,123,10.1,60.549,2.95
6690.6,26.1,73,189,123,8.9,60.566,2.84
6693.12,26,71,171,123,8.1,60.586,2.91
6695.64,26.4,71,176,123,8.2,60.603,2.95
6698.16,26.4,73,160,0,7.5,60.622,2.87
6700.68,26.9,72,131,0,6,60.642,2.97
6703.2,27.2,77,162,0,7.3,60.661,2.8
6705.72,27.3,73,120,0,5.4,60.678,2.97
6708.24,27.4,73,150,0,6.8,60.698,2.98
6710.76,27.2,78,147,123,6.7,60.717,2.77
6713.28,26.8,76,164,123,7.6,60.736,2.8
6715.8,25.6,71,185,123,8.9,60.754,2.86
6718.32,24.4,67,192,123,9.7,60.771,2.89
6720.84,23.8,65,252,123,13.1,60.788,2.91
6723.36,23.3,65,226,124,12,60.805,2.84
6725.88,22.8,64,267,124,14.5,60.82,2.83
6728.4,22.5,63,235,124,12.9,60.835,2.83
6730.92,22.3,62,237,124,13.1,60.853,2.85
6733.44,22,62,273,134,15.4,60.868,2.82
6735.96,22.1,61,261,134,14.6,60.883,2.88
6738.48,22,61,241,135,13.6,60.898,2.86
6741,22,61,211,137,11.9,60.913,2.86
6743.52,22.6,62,215,138,11.8,60.928,2.89
6746.04,22.8,63,175,138,9.5,60.945,2.87
6748.56,22.8,71,196,138,10.6,60.96,2.55
6751.08,23.3,72,175,138,9.3,60.978,2.57
6753.6,24.1,74,146,0,7.5,60.995,2.58
6756.12,24.8,59,129,0,6.4,61.012,3.34
6758.64,25.8,79,83,0,4,61.029,2.59
6761.16,27.2,107,100,128,4.5,61.049,2.02
6763.68,28.5,98,65,128,2.8,61.068,2.31
6766.2,30.1,87,74,128,3.1,61.088,2.75
6768.72,31.8,83,67,128,2.6,61.111,3.04
6771.24,33.4,70,52,0,1.9,61.133,3.79
